COVID-19 Vaccinations Equity
Date generated: Mon Oct 04 2021 17:46:26 GMT+0100 (British Summer Time)
County,State,SVI,County of Residence Reporting Completeness,Percent of total population fully vaccinated,Percent of 12+ pop fully vaccinated,Percent of 18+ pop fully vaccinated,Percent of 65+ pop fully vaccinated
Roosevelt County,MT ,High,95.6,50.9,66.5,69.9,99.9
Rosebud County,MT ,Mod-High,95.6,66.7,82.6,84.7,98.8
Sanders County,MT ,Low-Mod,95.6,34.1,38.4,40.4,57
Sheridan County,MT ,Low,95.6,42.1,48.9,51.9,86.4
Silver Bow County,MT ,Mod-High,95.6,54.8,63.5,64.6,86.8
Stillwater County,MT ,Low,95.6,37.1,42.4,46,73.2
Sweet Grass County,MT ,Low,95.6,35.9,41,43.5,62.3
Teton County,MT ,Low-Mod,95.6,35,41.7,44.7,66
Toole County,MT ,Low-Mod,95.6,38.6,45,47.3,67.3
Treasure County,MT ,Low,95.6,40.7,48.5,51.4,82.1
Valley County,MT ,Low,95.6,38.8,45.4,48.8,68.3
Wheatland County,MT ,Mod-High,95.6,30.9,36,38.8,61.4
Wibaux County,MT ,Low-Mod,95.6,23.9,27.8,29.6,53.2
Yellowstone County,MT ,Low,95.6,44.6,52.7,55,82.9
Adams County,NE ,Low-Mod,89.6,36.8,43.5,45.8,63.9
Antelope County,NE ,Low,89.6,33.4,39.7,42.3,59.9
Arthur County,NE ,Low,89.6,16.6,19.8,21.7,40.4
Banner County,NE ,Low,89.6,24.7,30,31.1,34.6
Blaine County,NE ,Low,89.6,21.9,25.2,25.9,29.6
Boone County,NE ,Low,89.6,44.6,52.7,56.7,77.3
Box Butte County,NE ,Low-Mod,89.6,27.3,33,35,49.1
Boyd County,NE ,Low,89.6,30.6,34.9,36.6,46.6
Brown County,NE ,Low,89.6,31.9,36.6,39.6,53.9
Buffalo County,NE ,Low-Mod,89.6,34.7,41.2,42.3,50.3
Burt County,NE ,Low-Mod,89.6,51.2,59.8,62.1,81
Butler County,NE ,Low,89.6,45,52.8,55.9,78.3
Cass County,NE ,Low,89.6,51.7,60.8,62.7,84.1
Cedar County,NE ,Low,89.6,36.8,44.2,48,67.8
Chase County,NE ,Low,89.6,27.6,32.8,35.2,45.1
Cherry County,NE ,Low,89.6,29.7,35.3,37.6,62
Cheyenne County,NE ,Low,89.6,37.4,44,47.2,75
Clay County,NE ,Low,89.6,37.2,44.4,47.4,74.1
Colfax County,NE ,Mod-High,89.6,39.2,48.9,53.1,72.3
Cuming County,NE ,Low,89.6,46.1,54.7,57.2,65.5
Custer County,NE ,Low,89.6,33.4,39.7,42.8,67.3
Dakota County,NE ,High,89.6,53.8,67.4,71.8,87
Dawes County,NE ,Low,89.6,33.4,37.7,38.6,55.6
Dawson County,NE ,High,89.6,39.5,48.1,49.5,53.3
Deuel County,NE ,Low,89.6,29.1,33.7,36.5,60.7
Dixon County,NE ,Low-Mod,89.6,37.9,45.6,48.9,58.8
Dodge County,NE ,Mod-High,89.6,46.1,54.8,56.8,71.6
Douglas County,NE ,Low-Mod,89.6,56.6,68.4,69.6,88.6
Dundy County,NE ,Low-Mod,89.6,33.2,37.6,40.2,63.7
Fillmore County,NE ,Low,89.6,46.6,53.3,56.2,83.1
Franklin County,NE ,Low,89.6,34.2,39.6,41.3,50.1
Frontier County,NE ,Low,89.6,23.5,26.8,28.7,38.1
Furnas County,NE ,Low,89.6,38.2,44.3,47,67
Gage County,NE ,Low,89.6,37.2,43.7,45.4,67.5
Garden County,NE ,Low,89.6,40.3,46.2,48.6,69.2
Garfield County,NE ,Low,89.6,26.5,29.9,31.5,43.1
Gosper County,NE ,Low,89.6,34.2,39.4,42,52.8
Grant County,NE ,Low,89.6,17.3,21,21.7,24.6
Greeley County,NE ,Low,89.6,35.8,42.3,45.5,58
Hall County,NE ,Mod-High,89.6,40.5,49.6,52.1,66.2
Hamilton County,NE ,Low,89.6,39.9,47.4,49.5,70.6
Harlan County,NE ,Low,89.6,36.3,42.1,43.8,62
Hayes County,NE ,Low,89.6,20.8,25,26.3,31
Hitchcock County,NE ,Low,89.6,29.6,34.6,37.4,57.9
Holt County,NE ,Low,89.6,36.9,44.5,47.1,64.1
Hooker County,NE ,Low,89.6,37.7,43.6,46.4,69.7
Howard County,NE ,Low,89.6,38.1,45.2,48.3,70.3
Jefferson County,NE ,Low,89.6,48.9,56.9,59.9,82.4
Johnson County,NE ,Mod-High,89.6,48.2,54.8,57.1,74.5
Kearney County,NE ,Low,89.6,41.5,49.3,51.4,67.6
Keith County,NE ,Low,89.6,31.6,36.3,38.2,50.8
Keya Paha County,NE ,Low,89.6,25.8,28.8,31,40.7
Kimball County,NE ,Mod-High,89.6,31.3,36.4,38.5,58.3
Knox County,NE ,Low-Mod,89.6,43.8,52.1,55.7,63.2
Lancaster County,NE ,Low-Mod,89.6,58.8,69.2,70.1,92.2
Lincoln County,NE ,Low-Mod,89.6,26.6,31.3,32.8,49.9
Logan County,NE ,Low,89.6,17.8,20.6,21.8,40.2
Loup County,NE ,Low,89.6,25.3,29.4,30.5,38.5
Madison County,NE ,Mod-High,89.6,39.6,48,50.7,76.5
McPherson County,NE ,Low,89.6,11.7,12.9,14.4,28.6
Merrick County,NE ,Low,89.6,37.9,44.2,46.7,70.9
Morrill County,NE ,Low-Mod,89.6,30.7,35.9,38.2,57.5
Nance County,NE ,Low,89.6,26,30.3,32.6,43.9
Nemaha County,NE ,Low,89.6,44.4,52.4,54.1,75.3
Nuckolls County,NE ,Low,89.6,44.7,51,54.4,77.2
Otoe County,NE ,Low,89.6,48.8,57.9,59.8,81.4
Pawnee County,NE ,Low,89.6,38.9,45.6,47.7,62.9
Perkins County,NE ,Low,89.6,34.4,41.1,44.7,66.2
Phelps County,NE ,Low,89.6,33.6,39.7,42,60.6
Pierce County,NE ,Low,89.6,33.6,40.2,43.6,63.7
Platte County,NE ,Low-Mod,89.6,39.8,48.3,51.6,65.6
Polk County,NE ,Low,89.6,36.3,42.1,45.3,62.4
Red Willow County,NE ,Low,89.6,32.2,37.7,39.8,57.9
Richardson County,NE ,Low,89.6,46.3,53.9,56.2,73.9
Rock County,NE ,Low,89.6,31.8,36.8,38.4,46.1
Saline County,NE ,Mod-High,89.6,44.1,53.2,55.2,80.2
Sarpy County,NE ,Low,89.6,54.5,66.4,67.5,89.6
Saunders County,NE ,Low,89.6,45.8,54.5,56.4,74.8
Scotts Bluff County,NE ,Mod-High,89.6,34.8,41.5,43.4,57.2
Seward County,NE ,Low,89.6,44.4,52.4,54.5,88.4
Sheridan County,NE ,Mod-High,89.6,28,32.7,34.6,44
Sherman County,NE ,Low,89.6,35.7,41.2,43.2,60
Sioux County,NE ,Low,89.6,21.9,24.4,25.7,34.6
Stanton County,NE ,Low,89.6,24.2,28.7,30.7,46.6
Thayer County,NE ,Low,89.6,41.4,48.8,52.1,75.2
Thomas County,NE ,Low,89.6,21.7,25.6,26.8,49.7
Thurston County,NE ,High,89.6,55.5,73.4,75.9,88.1
Valley County,NE ,Low,89.6,28.6,33.7,35.7,48.1
Washington County,NE ,Low,89.6,48.9,57.7,60.3,81
Wayne County,NE ,Low,89.6,36.4,41.9,42.7,56.6
Webster County,NE ,Low,89.6,34.6,40.5,42.9,65.1
Wheeler County,NE ,Low,89.6,26.8,30.9,32.9,39.9
York County,NE ,Low,89.6,46.3,54.7,57.3,77.2
Carson City,NV ,High,94.9,56.5,65.3,67.4,90.6
Churchill County,NV ,Mod-High,94.9,40.9,48.5,50.4,74
Clark County,NV ,Mod-High,94.9,47.8,56.4,58.3,73.6
Douglas County,NV ,Low,94.9,46.6,51.6,53.3,69.3
Elko County,NV ,Mod-High,94.9,33.8,41.3,43.8,72
Esmeralda County,NV ,Mod-High,94.9,35.4,39.1,40.1,39.4
Eureka County,NV ,Low,94.9,22.9,27,29.9,47.6
Humboldt County,NV ,Mod-High,94.9,35.3,43.1,46,71.6
Lander County,NV ,High,94.9,32.6,39.8,42.7,55.3
Lincoln County,NV ,Low-Mod,94.9,32.8,37.4,39.1,55.1
Lyon County,NV ,Mod-High,94.9,35.6,41.4,43.6,57.4
Mineral County,NV ,High,94.9,49.1,56.8,59.6,78.6
Nye County,NV ,Mod-High,94.9,39.9,44.6,46.5,65.9
Pershing County,NV ,High,94.9,31.6,35.5,36.7,47.8
Storey County,NV ,Low,94.9,18.2,19.5,20,23.4
Washoe County,NV ,Mod-High,94.9,56.2,65.4,67.1,84.4
White Pine County,NV ,Low-Mod,94.9,45.7,52.7,55.4,75.8
Belknap County,NH ,Low,94.1,55.4,62.5,64.6,82.9
Carroll County,NH ,Low,94.1,63.2,69.9,71.2,81.6
Cheshire County,NH ,Low,94.1,55.8,63,64.1,85.5
Coos County,NH ,Mod-High,94.1,55.6,61.7,63.4,78.2
Grafton County,NH ,Low,94.1,66.9,74.4,75.2,91.1
Hillsborough County,NH ,Low,94.1,55.6,63.8,65.3,80.1
Merrimack County,NH ,Low,94.1,62,70.3,72.2,98.4
Rockingham County,NH ,Low,94.1,58.7,66.5,67.8,84.1
Strafford County,NH ,Low,94.1,54.8,62.1,62.7,87.3
Sullivan County,NH ,Low,94.1,55.9,63.3,65.5,82.3
Atlantic County,NJ ,High,93.5,56.6,65.6,68,81.1
Bergen County,NJ ,Low,93.5,67.4,77.9,79.4,84.3
Burlington County,NJ ,Low,93.5,64.4,74.1,76.1,87.2
Camden County,NJ ,Mod-High,93.5,57.8,67.9,69.5,79.2
Cape May County,NJ ,Low-Mod,93.5,65.1,73.3,75.7,85.8
Cumberland County,NJ ,High,93.5,42.2,50.1,52,62.8
Essex County,NJ ,High,93.5,59.2,70.4,71.8,78.3
Gloucester County,NJ ,Low,93.5,53.3,61.7,63.5,74.9
Hudson County,NJ ,Mod-High,93.5,64.8,75.8,76.3,74.4
Hunterdon County,NJ ,Low,93.5,61.1,68.9,71.3,79.5
Mercer County,NJ ,Mod-High,93.5,59.7,69.3,69.9,76.9
Middlesex County,NJ ,Low-Mod,93.5,62.5,72.8,73.8,80.3
Monmouth County,NJ ,Low,93.5,59.3,68,70.8,80.3
Morris County,NJ ,Low,93.5,68.7,78.8,81,87.1
Ocean County,NJ ,Low-Mod,93.5,47.7,57,60.7,76.1
Passaic County,NJ ,High,93.5,59.1,70.2,71.9,78.9
Salem County,NJ ,Mod-High,93.5,46.7,54.3,56.4,70.3
Somerset County,NJ ,Low,93.5,65.6,75.5,77.5,81.8
Sussex County,NJ ,Low,93.5,55.2,62.6,65.1,78.2
Union County,NJ ,Mod-High,93.5,59.8,70.7,71.8,72.9
Warren County,NJ ,Low,93.5,58.8,66.6,69.2,91.1
Bernalillo County,NM ,Mod-High,84.2,53.9,62.6,62.9,72.4
Catron County,NM ,Low-Mod,84.2,30.1,32.3,33.2,35.8
Chaves County,NM ,High,84.2,34.4,41.3,43.2,63.2
Cibola County,NM ,High,84.2,56.4,66.8,65.6,68.8
Colfax County,NM ,High,84.2,39.5,44.7,45.4,45.7
Curry County,NM ,High,84.2,32.4,39.6,41.3,39.6
De Baca County,NM ,Mod-High,84.2,36.2,42.3,46.1,56.3
Doña Ana County,NM ,High,84.2,53.6,63.7,64.7,77
Eddy County,NM ,Mod-High,84.2,34.2,41.6,43.6,55
Grant County,NM ,High,84.2,54.1,62,63.1,74.9
Guadalupe County,NM ,High,84.2,32,36.7,34.3,30.7
Harding County,NM ,Low-Mod,84.2,36.6,40,38.6,35.1
Hidalgo County,NM ,High,84.2,43,50.7,50.8,57.2
Lea County,NM ,High,84.2,27.5,34.3,35.3,33.4
Lincoln County,NM ,Low-Mod,84.2,39.7,45,46.4,47.4
Los Alamos County,NM ,Low,84.2,67.4,78.3,77.7,77
Luna County,NM ,High,84.2,54.6,66.4,67.9,79.2
McKinley County,NM ,High,84.2,99.4,99.9,99.9,99.9
Mora County,NM ,High,84.2,45,50.7,50.3,56.5
Otero County,NM ,High,84.2,43.4,51.4,52.2,63.6
Quay County,NM ,High,84.2,32.2,37.3,39.4,47.7
Rio Arriba County,NM ,N/A,84.2,65,76.6,75.8,72
Roosevelt County,NM ,High,84.2,27.2,32.5,33.5,41.8
San Juan County,NM ,High,84.2,65.2,78.2,78.1,90.2
San Miguel County,NM ,High,84.2,44.8,50.4,49.5,53.9
Sandoval County,NM ,Low-Mod,84.2,60.2,70.4,70.4,84.4
Santa Fe County,NM ,Mod-High,84.2,62.2,69.9,70.3,75.9
Sierra County,NM ,High,84.2,46.9,52.6,53.4,58.9
Socorro County,NM ,High,84.2,53.2,62.2,62.8,56.7
Taos County,NM ,High,84.2,61,68.5,68.1,76.8
Torrance County,NM ,Mod-High,84.2,37.9,43.4,44.5,57.2
Union County,NM ,Mod-High,84.2,21.8,24.8,24.9,24
Valencia County,NM ,High,84.2,46.5,54.7,55.8,68.5
Albany County,NY ,Low-Mod,97.6,65.7,74.6,75.3,89.4
Allegany County,NY ,Mod-High,97.6,37.4,42.9,44,62.7
Bronx County,NY ,High,97.6,56.9,68.3,69.8,77.9
Broome County,NY ,Mod-High,97.6,56.4,64.6,66,84
Cattaraugus County,NY ,Mod-High,97.6,48.1,55.9,57.8,77.4
Cayuga County,NY ,Mod-High,97.6,52.4,59.9,61.2,76.8
Chautauqua County,NY ,Mod-High,97.6,50.9,58.5,60.3,78.5
Chemung County,NY ,Low-Mod,97.6,51.5,59.8,61.2,78.7
Chenango County,NY ,Mod-High,97.6,53.9,62.2,64.4,81.1
Clinton County,NY ,Mod-High,97.6,64.2,72.9,73.5,93
Columbia County,NY ,Low-Mod,97.6,65.7,73.3,74.7,84.3
Cortland County,NY ,Low-Mod,97.6,52.3,59.7,60.8,82.9
Delaware County,NY ,Mod-High,97.6,50.8,56.6,58.2,69.9
Dutchess County,NY ,Low-Mod,97.6,60.7,68.6,70,84.3
Erie County,NY ,Low-Mod,97.6,60.5,69.7,71.1,84
Essex County,NY ,Low-Mod,97.6,63.9,71,71.8,81
Franklin County,NY ,Mod-High,97.6,56.1,64,65,88.1
Fulton County,NY ,Mod-High,97.6,47.4,54.5,56.6,73.1
Genesee County,NY ,Low,97.6,52.6,60.5,62.7,82.4
Greene County,NY ,Low-Mod,97.6,54.8,61.1,62,76.8
Hamilton County,NY ,Low-Mod,97.6,77.7,84.2,87.4,99.9
Herkimer County,NY ,Mod-High,97.6,51.6,59.3,61.2,79.9
Jefferson County,NY ,Mod-High,97.6,60.3,72.7,75,90.2
Kings County,NY ,High,97.6,56.3,66.9,68.5,69.1
Lewis County,NY ,Low-Mod,97.6,45.4,53.5,55.8,78.7
Livingston County,NY ,Low-Mod,97.6,52.8,59.4,60.3,86.3
Madison County,NY ,Low,97.6,54.4,61.9,62.9,77.2
Monroe County,NY ,Mod-High,97.6,63.3,73.2,74.7,89.2
Montgomery County,NY ,High,97.6,58.3,68.7,71.6,97
Nassau County,NY ,Low,97.6,69.1,80.1,81.7,90.3
New York County,NY ,Mod-High,97.6,71.7,79.8,79.9,79.9
Niagara County,NY ,Low-Mod,97.6,58.2,66.9,68.7,84.1
Oneida County,NY ,Mod-High,97.6,54.1,62.9,64.6,82.1
Onondaga County,NY ,Mod-High,97.6,65.1,75.5,76.9,89.3
Ontario County,NY ,Low,97.6,60.7,69.5,70.6,84.9
Orange County,NY ,Mod-High,97.6,56.5,67.7,70.4,83.2
Orleans County,NY ,Mod-High,97.6,47.9,54.7,56.3,77.5
Oswego County,NY ,Mod-High,97.6,52.5,60.7,62.4,82.6
Otsego County,NY ,Low-Mod,97.6,54.3,60.5,60.7,79.5
Putnam County,NY ,Low,97.6,63.9,72.5,74,82
Queens County,NY ,Mod-High,97.6,70.8,82.1,82.8,79.4
Rensselaer County,NY ,Low-Mod,97.6,62,71.1,72.3,87.7
Richmond County,NY ,Low-Mod,97.6,59.7,69.5,71.5,82.2
Rockland County,NY ,Mod-High,97.6,54.8,67.6,70.8,82.2
Saratoga County,NY ,Low,97.6,70,80.2,80.9,90.6
Schenectady County,NY ,Low-Mod,97.6,63.2,73.6,74.8,90.4
Schoharie County,NY ,Low-Mod,97.6,50.4,56.7,57.9,73.2
Schuyler County,NY ,Low-Mod,97.6,55.9,63.6,65.6,86.1
Seneca County,NY ,Low-Mod,97.6,47.9,54.9,56,74.7
St. Lawrence County,NY ,Mod-High,97.6,53.6,61.6,62.7,82.3
Steuben County,NY ,Low-Mod,97.6,51.5,59.7,61.9,78.4
Suffolk County,NY ,Low,97.6,64.9,74.8,77.1,89.2
Sullivan County,NY ,High,97.6,51.7,60,62.1,75.4
Tioga County,NY ,Low,97.6,53,60.8,62.8,78.3
Tompkins County,NY ,Low-Mod,97.6,70.2,77.6,77.7,91.3
Ulster County,NY ,Low-Mod,97.6,63.4,71.3,72.3,83.2
Warren County,NY ,Low,97.6,69,78,79.6,90.2
Washington County,NY ,Low-Mod,97.6,58,65.8,67.5,89.9
Wayne County,NY ,Low-Mod,97.6,54.9,63.7,65.4,82.4
Westchester County,NY ,Mod-High,97.6,68.3,79.3,79.7,84.8
Wyoming County,NY ,Low-Mod,97.6,44.8,50.9,52.5,76.4
Yates County,NY ,Low-Mod,97.6,46.6,54.7,56.8,78.9
Alamance County,NC ,High,96.4,49.3,57.5,59.4,81.7
Alexander County,NC ,Mod-High,96.4,38.2,43.7,46.2,67.6
Alleghany County,NC ,Mod-High,96.4,49.5,55.6,58.2,73.5
Anson County,NC ,High,96.4,26.2,30,30.9,45.9
Ashe County,NC ,Low-Mod,96.4,44.4,49.9,51.9,61.5
Avery County,NC ,Mod-High,96.4,46.2,50.9,52.8,76.9
Beaufort County,NC ,Mod-High,96.4,46.9,53.6,56.5,79.5
Bertie County,NC ,High,96.4,40.1,45.1,46.8,62.5
Bladen County,NC ,High,96.4,31.6,36.1,38,56.8
Brunswick County,NC ,Low-Mod,96.4,53.3,58.9,60.7,78.4
Buncombe County,NC ,Low-Mod,96.4,56.4,63.9,65.1,78.8
Burke County,NC ,High,96.4,40.4,45.7,47.2,67.6
Cabarrus County,NC ,Low-Mod,96.4,46.2,55.1,56.9,79.7
Caldwell County,NC ,Mod-High,96.4,40.4,46.3,48.4,72.3
Camden County,NC ,Low-Mod,96.4,36.7,42.6,46,55.9
Carteret County,NC ,Low-Mod,96.4,38.9,43.5,44.9,60.2
Caswell County,NC ,High,96.4,43.8,49.6,52.3,76.4
Catawba County,NC ,Mod-High,96.4,46.8,54.5,56.5,83.5
Chatham County,NC ,Low-Mod,96.4,49.6,56.6,58.8,73.5
Cherokee County,NC ,Low-Mod,96.4,45.6,50.9,53.7,79.1
Chowan County,NC ,High,96.4,43.6,50,52.2,70.4
Clay County,NC ,Low,96.4,34,38,40.4,56.9
Cleveland County,NC ,High,96.4,40,46.6,48.6,73.4
Columbus County,NC ,High,96.4,36.6,42.1,44.2,60.9
Craven County,NC ,High,96.4,49.8,58.1,60.1,88.6
Cumberland County,NC ,High,96.4,53.9,65.1,67.6,86.5
Currituck County,NC ,Low,96.4,44.4,51.8,54.6,87.7
Dare County,NC ,Low,96.4,65,73.4,76.3,99.9
Davidson County,NC ,Mod-High,96.4,40,46.4,48.6,70.8
Davie County,NC ,Low-Mod,96.4,48.2,55.4,57.3,76.6
Duplin County,NC ,High,96.4,35.4,41.9,44.1,58.3
Durham County,NC ,Mod-High,96.4,59.4,69.1,70.1,85.7
Edgecombe County,NC ,High,96.4,39.8,46.6,49.3,71.4
Forsyth County,NC ,Mod-High,96.4,52,60.9,62.8,81.7
Franklin County,NC ,Mod-High,96.4,42,48.8,50.2,70.5
Gaston County,NC ,Mod-High,96.4,40.5,47.5,49.5,71.7
Gates County,NC ,Low-Mod,96.4,40.9,46.7,49.5,70.6
Graham County,NC ,Mod-High,96.4,41.8,47.6,50.8,71.6
Granville County,NC ,Mod-High,96.4,50.2,57.5,59.7,73
Greene County,NC ,High,96.4,35.4,40.6,42.4,53
Guilford County,NC ,Mod-High,96.4,51.6,60.3,61.8,82.2
Halifax County,NC ,High,96.4,44.4,51.3,54,76.8
Harnett County,NC ,High,96.4,32.8,39.8,41.4,71.2
Haywood County,NC ,Low-Mod,96.4,49.6,56.2,58.2,79.3
Henderson County,NC ,Low-Mod,96.4,49.6,56.3,58.1,74.5
Hertford County,NC ,High,96.4,28.8,32.6,33.6,46.3
Hoke County,NC ,High,96.4,27.6,34.1,35.4,61.8
Hyde County,NC ,High,96.4,56.6,63.2,65.6,82.8
Iredell County,NC ,Low-Mod,96.4,43.2,50.3,52.4,77
Jackson County,NC ,Mod-High,96.4,45.6,51.1,52,71.9
Johnston County,NC ,Mod-High,96.4,43.6,52,54.2,76.7
Jones County,NC ,High,96.4,43.2,48.9,50.6,71.6
Lee County,NC ,High,96.4,47.3,56,58.2,82.8
Lenoir County,NC ,High,96.4,44.7,52.1,55.1,78.4
Lincoln County,NC ,Low-Mod,96.4,40.9,47.1,49.4,75.4
Macon County,NC ,Low-Mod,96.4,35.5,40.3,41.8,45.3
Madison County,NC ,Low-Mod,96.4,42.5,47.8,49.8,73.2
Martin County,NC ,High,96.4,82.8,95.5,99.9,99.9
McDowell County,NC ,High,96.4,41.8,47.9,50.5,83.8
Mecklenburg County,NC ,Low-Mod,96.4,52.3,61.9,63,83.4
Mitchell County,NC ,Low-Mod,96.4,42.1,47.7,49.9,66.8
Montgomery County,NC ,High,96.4,35.6,41.1,44,66.6
Moore County,NC ,Low-Mod,96.4,49.7,58,60.2,85.5
Nash County,NC ,High,96.4,48.9,56.8,59.3,82.5
New Hanover County,NC ,Low-Mod,96.4,53.3,60.4,61.5,81.9
Northampton County,NC ,High,96.4,40.1,45,46.9,67.7
Onslow County,NC ,Mod-High,96.4,46.2,56.4,58.4,89.6
Orange County,NC ,Low-Mod,96.4,64.6,73.1,73.4,94.5
Pamlico County,NC ,Mod-High,96.4,48.9,53.9,56.3,79.7
Pasquotank County,NC ,High,96.4,42,49.1,51.9,82.6
Pender County,NC ,Mod-High,96.4,43.3,50.6,52.8,75.4
Perquimans County,NC ,Mod-High,96.4,23.2,26.4,27.9,39.8
Person County,NC ,High,96.4,47.9,55.2,57.6,79.8
Pitt County,NC ,High,96.4,45,52.2,53.7,79.7
Polk County,NC ,Low-Mod,96.4,39.2,43.3,44.7,56.8
Randolph County,NC ,Mod-High,96.4,37,43.1,45.3,68.4
Richmond County,NC ,High,96.4,40.3,47.5,50.1,75.7
Robeson County,NC ,High,96.4,34.1,40.8,42.9,67.4
Rockingham County,NC ,High,96.4,42.1,48.3,50.6,72.4
Rowan County,NC ,High,96.4,36.9,43,45.2,69.9
Rutherford County,NC ,High,96.4,34.4,39.5,41.5,59.3
Sampson County,NC ,High,96.4,42.8,50.9,53.8,70.9
Scotland County,NC ,High,96.4,39.3,46.6,48.9,72.1
Stanly County,NC ,Mod-High,96.4,22.7,26.4,27.9,42.8
Stokes County,NC ,Low-Mod,96.4,33.4,37.8,39.3,57.3
Surry County,NC ,Mod-High,96.4,42.9,49.5,51.9,73.9
Swain County,NC ,High,96.4,46,54.1,55.2,80.4
Transylvania County,NC ,Low-Mod,96.4,48.1,53.3,54.7,65.6
Tyrrell County,NC ,High,96.4,40.2,45.6,46.9,69.1
Union County,NC ,Low,96.4,46.1,54.6,56.4,77
Vance County,NC ,High,96.4,40.4,47.7,49.4,70.5
Wake County,NC ,Low-Mod,96.4,61,71.8,72.8,91.2
Warren County,NC ,High,96.4,33,37.2,38.2,41.3
Washington County,NC ,High,96.4,39.3,45.1,47,68.7
Watauga County,NC ,Low-Mod,96.4,47.5,51.7,52.5,73.8
Wayne County,NC ,High,96.4,42.3,50.2,52.8,69.8
Wilkes County,NC ,Mod-High,96.4,38.9,44.5,46.7,64.5
Wilson County,NC ,High,96.4,43.7,51.2,53.6,75.4
Yadkin County,NC ,Mod-High,96.4,42.4,48.9,51.2,73.6
Yancey County,NC ,Mod-High,96.4,44.3,50.1,52.4,73.6
Adams County,ND ,Low,95.1,43.2,49.5,52.5,72.2
Barnes County,ND ,Low,95.1,50.7,57.8,59.8,76
Benson County,ND ,High,95.1,44.2,58.1,60.4,71.2
Billings County,ND ,Low,95.1,19.1,22.5,23.7,23.2
Bottineau County,ND ,Low,95.1,43.3,50.2,52.9,78.5
Bowman County,ND ,Low,95.1,33.5,40,42.9,73.6
Burke County,ND ,Low,95.1,34,41,44.2,70.2
Burleigh County,ND ,Low,95.1,41,48.7,51.1,72.7
Cass County,ND ,Low,95.1,50.1,59.4,60.6,81.2
Cavalier County,ND ,Low,95.1,53.7,63.3,66.2,75.5
Dickey County,ND ,Low,95.1,47.2,55.9,58.8,85.7
Divide County,ND ,Low,95.1,36,42.8,45,58.5
Dunn County,ND ,Low,95.1,20,24.3,26.3,50
Eddy County,ND ,Low-Mod,95.1,47.2,56,59.5,79.5
Emmons County,ND ,Low,95.1,29.3,33.4,35.5,56.8
Foster County,ND ,Low,95.1,47.9,55.9,58.4,76.8
Golden Valley County,ND ,Low,95.1,24.6,28.2,30.5,46.8
Grand Forks County,ND ,Low-Mod,95.1,48.5,57.1,58.9,80.8
Grant County,ND ,Low,95.1,18.3,21.4,22.5,30.9
Griggs County,ND ,Low,95.1,42.6,49.5,52.3,66.7
Hettinger County,ND ,Low,95.1,33.9,41.2,44.3,74.4
Kidder County,ND ,Low,95.1,28.5,33.3,35.4,50.7
LaMoure County,ND ,Low,95.1,43.5,50.4,53.4,69.3
Logan County,ND ,Low,95.1,29.9,35.2,38,60.8
McHenry County,ND ,Low,95.1,36,42.9,45.6,74.1
McIntosh County,ND ,Low,95.1,37.4,42.6,44.9,60.1
McKenzie County,ND ,Low-Mod,95.1,17.7,22.9,24.8,48.4
McLean County,ND ,Low,95.1,39,45.8,48.4,66.7
Mercer County,ND ,Low,95.1,33.5,39.6,42.6,70.7
Morton County,ND ,Low,95.1,36.9,44,46.2,72.4
Mountrail County,ND ,Low-Mod,95.1,32.8,40.8,42,67.1
Nelson County,ND ,Low,95.1,62.6,71.3,74.2,99.9
Oliver County,ND ,Low,95.1,21.8,26.2,28.1,45.7
Pembina County,ND ,Low,95.1,47,54.3,56.9,77.7
Pierce County,ND ,Low,95.1,41.2,48.5,50.4,73.4
Ramsey County,ND ,Low-Mod,95.1,50.1,59.8,62.3,82.3
Ransom County,ND ,Low,95.1,52.7,61.6,64.7,93
Renville County,ND ,Low,95.1,32.1,37.5,39.8,67.1
Richland County,ND ,Low,95.1,45.1,52.9,54.9,76.4
Rolette County,ND ,High,95.1,52.7,68.1,69.4,81.5
Sargent County,ND ,Low,95.1,53.1,62.2,65.3,82
Sheridan County,ND ,Low,95.1,32.9,37.1,39.4,51.3
Sioux County,ND ,High,95.1,35.8,47.2,48.1,76
Slope County,ND ,Low,95.1,9.3,10.8,11.4,22.5
Stark County,ND ,Low,95.1,30.5,37.7,40.2,67.5
Steele County,ND ,Low,95.1,41.2,48.5,50.5,64.7
Stutsman County,ND ,Low,95.1,45.7,52.5,54.5,73.7
Towner County,ND ,Low,95.1,41.8,48.9,50.5,64.4
Traill County,ND ,Low,95.1,44.5,52.1,54.3,72.1
Walsh County,ND ,Low-Mod,95.1,48.4,57.3,59.9,76
Ward County,ND ,Low,95.1,39.7,47.7,49.7,74.6
Wells County,ND ,Low,95.1,38.3,44.5,47.3,62.2
Williams County,ND ,Low-Mod,95.1,24.8,31.5,33.7,69.5
Adams County,OH ,High,98.7,29.5,34.8,37.1,62.4
Allen County,OH ,Mod-High,98.7,37.3,43.9,46.8,76.2
Ashland County,OH ,Low-Mod,98.7,36.6,42.7,45.5,74.2
Ashtabula County,OH ,High,98.7,45.5,53,55.5,82
Athens County,OH ,Mod-High,98.7,44.9,49.5,50,83.1
Auglaize County,OH ,Low,98.7,34.8,41.2,44.4,76.5
Belmont County,OH ,Low-Mod,98.7,40.6,46.2,48.3,75.1
Brown County,OH ,Low-Mod,98.7,35.2,41.3,43.9,73.5
